query,recommended_text,score
Titanium glasses for pilots with polarized lenses,b' standardframetype Titanium FullRim Aviator Men_s Gold Gold Large  Aviator Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral1397139714eyeglassesfrontviewjpg ft01ft026000023 gt33gt35gt42gt44gt38gt34gt53gt20 menstitaniumaviatoreyeglassframes139714',0.7060991525650024
Reading glasses with LED light built-in,b' standardframetype Plastic FullRim Square Unisex Blue Aqua Green Glow Large  GlowintheDark Square Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral81108110316eyeglassesfrontviewjpg ft01ft06ft096000023 gt40gt43gt33gt28gt52gt44gt29gt35 womenstrsquareeyeglassframes8110316',0.4952613413333893
Reading glasses with LED light built-in,b' standardframetype Plastic FullRim Square Unisex Purple Purple Green Glow Large  GlowintheDark Square Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral81108110317eyeglassesfrontviewjpg ft01ft06ft096000023 gt40gt43gt33gt28gt52gt44gt29gt35 womenstrsquareeyeglassframes8110317',0.49243438243865967
Reading glasses with LED light built-in,b' standardframetype Plastic FullRim Square Unisex Orange Orange Yellow Glow Large  GlowintheDark Square Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral81108110342eyeglassesfrontviewjpg ft01ft06ft096000023 gt40gt43gt33gt28gt52gt44gt29gt35 womenstrsquareeyeglassframes8110342',0.4912005662918091
Reading glasses with LED light built-in,b' standardframetype Plastic FullRim Round Unisex Gray Blue Glow Med  GlowintheDark Round Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral81108110512eyeglassesfrontviewjpg ft01 gt40gt32gt35gt28gt34gt33gt44gt43 trroundeyeglassframes8110512',0.4863353669643402
Reading glasses with LED light built-in,b' standardframetype Plastic FullRim Square Unisex Gray Green Glow Small  GlowintheDark Square Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral81108110412eyeglassesfrontviewjpg ft01ft03 gt43gt40gt28gt44gt49 trsquareeyeglassframes8110412',0.48602908849716187
Foldable metal glasses for travel,b' SafetyGlasses Plastic FullRim Rectangle Unisex Gray Gray Small  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7485748512eyeglassesfrontviewjpg  gt36gt33gt31 otherplasticrectangleeyeglassframes748512',0.6488453149795532
Foldable metal glasses for travel,b' SafetyGlasses Plastic FullRim Rectangle Unisex Tortoiseshell Tortoiseshell Small  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7485748525eyeglassesfrontviewjpg  gt36gt33gt31 otherplasticrectangleeyeglassframes748525',0.6431193351745605
Foldable metal glasses for travel,b' SafetyGlasses Plastic FullRim Rectangle Unisex Brown Brown Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7488748815eyeglassesfrontviewjpg  gt36gt33gt31 otherplasticrectangleeyeglassframes748815',0.641498863697052
Foldable metal glasses for travel,b' SafetyGlasses Plastic FullRim Rectangle Unisex Red Red Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7488748818eyeglassesfrontviewjpg  gt36gt33gt31 otherplasticrectangleeyeglassframes748818',0.6402112245559692
Foldable metal glasses for travel,b' SafetyGlasses Plastic FullRim Rectangle Unisex Gray Gray Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7486748612eyeglassesfrontviewjpg  gt33gt49gt36gt31 otherplasticrectangleeyeglassframes748612',0.6402048468589783
Glasses with photochromic lenses for cyclists,b' SafetyGlasses Plastic FullRim Rectangle Unisex Red Red Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7488748818eyeglassesfrontviewjpg  gt36gt33gt31 otherplasticrectangleeyeglassframes748818',0.6095610857009888
Glasses with photochromic lenses for cyclists,b' SafetyGlasses Plastic FullRim Rectangle Unisex Brown Brown Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7488748815eyeglassesfrontviewjpg  gt36gt33gt31 otherplasticrectangleeyeglassframes748815',0.6085424423217773
Glasses with photochromic lenses for cyclists,b' SafetyGlasses Plastic FullRim Rectangle Unisex Black Black Small  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7485748521eyeglassesfrontviewjpg  gt36gt33gt31 otherplasticrectangleeyeglassframes748521',0.608163058757782
Glasses with photochromic lenses for cyclists,b' SafetyGlasses Plastic FullRim Rectangle Unisex Black Black Med  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7498749821eyeglassesfrontviewjpg ft06 gt31gt33 z87safetyeyeglassframes749821',0.6061683893203735
Glasses with photochromic lenses for cyclists,b' SafetyGlasses Plastic FullRim Rectangle Unisex Black Black Large  Z871 Safety Glasses nonretired configurable prescription frame httpsstaticzenniopticalcomproductionproductsgeneral7486748621eyeglassesfrontviewjpg  gt33gt49gt36gt31 otherplasticrectangleeyeglassframes748621',0.6010016798973083
